,Internal ID,Item Name,UPC Code,Bin Number,Bin OnHand,Bin Available,Bin Location,Item Status,Average Cost,Average Cost Per Bin,Subsidiary,Item Type,Inactive
3057,29056,FBCD : 16811,,WIP-PW-MC,1594.0,1594.0,MC-PW,DISCONTINUED 12/20/2020,0.14374529,229.13,PW,Inventory Item,No
3056,29055,FBCD : 16810,,WIP-PW-MC,1498.56,1498.56,MC-PW,DISCONTINUED 12/20/2020,0.14373799,215.4,PW,Inventory Item,No
3055,29054,FBCD : 16809,,WIP-PW-MC,2877.59,2877.59,MC-PW,DISCONTINUED 12/20/2020,0.16469685,473.93,PW,Inventory Item,No
3076,31337,FBCD : 16836,,WIP-PW-MC,973.6,973.6,MC-PW,Custom Order Item,0.48879417,475.89,PW,Inventory Item,No
3077,31339,FBCD : 16837,,WIP-PW-MC,1021.24,1021.24,MC-PW,Custom Order Item,0.48879793,499.18,PW,Inventory Item,No
3078,31358,FBCD : 16838,,WIP-PW-MC,541.28,541.28,MC-PW,CURRENT,0.15742315,85.21,PW,Inventory Item,No
3079,31359,FBCD : 16839,,WIP-PW-MC,1122.4,1122.4,MC-PW,CURRENT,0.15743051,176.7,PW,Inventory Item,No
3101,34356,FBCD : 16867,,WIP-PW-MC,167.6,167.6,MC-PW,PADDYWAX FALL 2020,0.16294749,27.31,PW,Inventory Item,No
3100,34355,FBCD : 16866,,WIP-PW-MC,164.48,164.48,MC-PW,PADDYWAX FALL 2020,0.16293774,26.8,PW,Inventory Item,No
3099,31613,FBCD : 16863,,WIP-PW-MC,283.04,283.04,MC-PW,CUSTOM ITEM C&B,0.14418457,40.81,PW,Inventory Item,No
3098,31612,FBCD : 16862,,WIP-PW-MC,144.96,144.96,MC-PW,CUSTOM ITEM C&B,0.14459161,20.96,PW,Inventory Item,No
3097,31611,FBCD : 16861,,WIP-PW-MC,128.32,128.32,MC-PW,CUSTOM ITEM C&B,0.14456047,18.55,PW,Inventory Item,No
3096,31448,FBCD : 16860,,WIP-PW-MC,1561.12,1561.12,MC-PW,CURRENT,0.23920006,373.42,PW,Inventory Item,No
3095,31447,FBCD : 16859,,WIP-PW-MC,1568.4,1568.4,MC-PW,CURRENT,0.23919918,375.16,PW,Inventory Item,No
3094,31446,FBCD : 16858,,WIP-PW-MC,1707.72,1707.72,MC-PW,CURRENT,0.22910079,391.24,PW,Inventory Item,No
3093,31445,FBCD : 16857,,WIP-PW-MC,1569.44,1569.44,MC-PW,CURRENT,0.23919997,375.41,PW,Inventory Item,No
3092,31444,FBCD : 16856,,WIP-PW-MC,821.84,821.84,MC-PW,CURRENT,0.07488076,61.54,PW,Inventory Item,No
3054,29053,FBCD : 16808,,WIP-PW-MC,2360.36,2360.36,MC-PW,CURRENT,0.16610602,392.07,PW,Inventory Item,No
3091,31443,FBCD : 16855,,WIP-PW-MC,710.56,710.56,MC-PW,CURRENT,0.0748846,53.21,PW,Inventory Item,No
3089,31441,FBCD : 16853,,WIP-PW-MC,737.6,737.6,MC-PW,CURRENT,0.07487798,55.23,PW,Inventory Item,No
3088,31440,FBCD : 16852,,WIP-PW-MC,618.0,618.0,MC-PW,CURRENT,0.07488673,46.28,PW,Inventory Item,No
3087,31439,FBCD : 16851,,WIP-PW-MC,677.28,677.28,MC-PW,CURRENT,0.07487302,50.71,PW,Inventory Item,No
3086,31438,FBCD : 16850,,WIP-PW-MC,1074.4,1074.4,MC-PW,CURRENT,0.20459792,219.82,PW,Inventory Item,No
3085,31437,FBCD : 16849,,WIP-PW-MC,3676.24,3676.24,MC-PW,CURRENT,0.61438861,2258.64,PW,Inventory Item,No
3084,31384,FBCD : 16846,,WIP-PW-MC,562.08,562.08,MC-PW,CURRENT,0.15449758,86.84,PW,Inventory Item,No
3083,31363,FBCD : 16843,,WIP-PW-MC,1338.32,1338.32,MC-PW,CURRENT,0.15743619,210.7,PW,Inventory Item,No
3082,31362,FBCD : 16842,,WIP-PW-MC,297.28,297.28,MC-PW,CURRENT,0.15742734,46.8,PW,Inventory Item,No
3081,31361,FBCD : 16841,,WIP-PW-MC,933.68,933.68,MC-PW,CURRENT,0.15674535,146.35,PW,Inventory Item,No
3080,31360,FBCD : 16840,,WIP-PW-MC,1144.24,1144.24,MC-PW,CURRENT,0.15419842,176.44,PW,Inventory Item,No
3090,31442,FBCD : 16854,,WIP-PW-MC,763.6,763.6,MC-PW,CURRENT,0.07488214,57.18,PW,Inventory Item,No
2966,15185,FBCD : 16458,,WIP-PW-MC,3500.0,3500.0,MC-PW,INACTIVE,0.22660286,793.11,PW,Inventory Item,No
3053,29052,FBCD : 16807,,WIP-PW-MC,2926.0,2926.0,MC-PW,DISCONTINUED 12/20/2020,0.16302119,477.0,PW,Inventory Item,No
3051,28811,FBCD : 16767,,WIP-PW-MC,2509.28,2509.28,MC-PW,CURRENT,0.14838918,372.35,PW,Inventory Item,No
3002,25194,FBCD : 16688,,WIP-PW-MC,1177.88,1177.88,MC-PW,PADDYWAX SPRING 2019,0.20574252,242.34,PW,Inventory Item,No
3001,25193,FBCD : 16687,,WIP-PW-MC,1965.0,1965.0,MC-PW,PADDYWAX SPRING 2019,0.20783206,408.39,PW,Inventory Item,No
2988,16868,FBCD : 16536,,WIP-PW-MC,138.64,138.64,MC-PW,CURRENT,0.72559548,100.59700000000001,PW,Inventory Item,No
2985,15718,FBCD : 16483,,WIP-PW-MC,2032.39,2032.39,MC-PW,Current,0.72633697,1476.2,PW,Inventory Item,No
2984,15717,FBCD : 16482,,WIP-PW-MC,3177.53,3177.53,MC-PW,Current,0.71706011,2278.48,PW,Inventory Item,No
2983,15716,FBCD : 16481,,WIP-PW-MC,2099.59,2099.59,MC-PW,Current,0.7265228,1525.4,PW,Inventory Item,No
2982,15715,FBCD : 16480,,WIP-PW-MC,6966.0,6966.0,MC-PW,Current,0.20687769,1441.11,PW,Inventory Item,No
2981,15714,FBCD : 16479,,WIP-PW-MC,2046.0,2046.0,MC-PW,Current,0.2573216,526.48,PW,Inventory Item,No
2980,15713,FBCD : 16478,,WIP-PW-MC,3196.0,3196.0,MC-PW,Current,0.24442428,781.18,PW,Inventory Item,No
2979,15712,FBCD : 16477,,WIP-PW-MC,976.36,976.36,MC-PW,Current,0.22163956,216.4,PW,Inventory Item,No
2978,15711,FBCD : 16476,,WIP-PW-MC,1569.0,1569.0,MC-PW,Current,0.24688337,387.36,PW,Inventory Item,No
2977,15710,FBCD : 16475,,WIP-PW-MC,7211.08,7211.08,MC-PW,Current,0.26374413,1901.88,PW,Inventory Item,No
2976,15709,FBCD : 16474,,WIP-PW-MC,7038.0,7038.0,MC-PW,DISCONTINUED 6/2020,0.25451407,1791.27,PW,Inventory Item,No
2975,16176,FBCD : 16473,,WIP-PW-MC,336.0,336.0,MC-PW,INACTIVE,0.43764881,147.05,PW,Inventory Item,No
2974,16175,FBCD : 16472,,WIP-PW-MC,302.0,302.0,MC-PW,INACTIVE,0.43781457,132.22,PW,Inventory Item,No
2973,15192,FBCD : 16465,,WIP-PW-MC,1030.0,1030.0,MC-PW,INACTIVE,0.29060194,299.32,PW,Inventory Item,No
2972,15191,FBCD : 16464,,WIP-PW-MC,1641.0,1641.0,MC-PW,INACTIVE,0.26288848,431.4,PW,Inventory Item,No
2971,15190,FBCD : 16463,,WIP-PW-MC,1690.0,1690.0,MC-PW,INACTIVE,0.26399408,446.15,PW,Inventory Item,No
2970,15189,FBCD : 16462,,WIP-PW-MC,1663.0,1663.0,MC-PW,INACTIVE,0.26408899999999996,439.18,PW,Inventory Item,No
2969,15188,FBCD : 16461,,WIP-PW-MC,1643.0,1643.0,MC-PW,INACTIVE,0.26649422,437.85,PW,Inventory Item,No
2968,15187,FBCD : 16460,,WIP-PW-MC,759.0,759.0,MC-PW,INACTIVE,0.28648221,217.44,PW,Inventory Item,No
3003,25195,FBCD : 16689,,WIP-PW-MC,445.24,445.24,MC-PW,PADDYWAX SPRING 2019,0.20593388,91.69,PW,Inventory Item,No
3004,25196,FBCD : 16690,,WIP-PW-MC,221.24,221.24,MC-PW,PADDYWAX SPRING 2019,0.20579461,45.53,PW,Inventory Item,No
3005,25197,FBCD : 16691,,WIP-PW-MC,1022.4,1022.4,MC-PW,PADDYWAX SPRING 2019,0.19763302,202.06,PW,Inventory Item,No
3009,25377,FBCD : 16694,,WIP-PW-MC,64.43,64.43,MC-PW,CURRENT,0.26165529,16.858,PW,Inventory Item,No
3050,28810,FBCD : 16766,,WIP-PW-MC,4078.88,4078.88,MC-PW,CURRENT,0.15600116,636.31,PW,Inventory Item,No
3049,28809,FBCD : 16765,,WIP-PW-MC,5256.13,5256.13,MC-PW,CURRENT,0.15400685,809.48,PW,Inventory Item,No
3048,28807,FBCD : 16764,,WIP-PW-MC,2639.84,2639.84,MC-PW,CURRENT,0.14077747,371.63,PW,Inventory Item,No
3047,28806,FBCD : 16763,,WIP-PW-MC,3761.2,3761.2,MC-PW,CURRENT,0.15360789,577.75,PW,Inventory Item,No
3046,28804,FBCD : 16762,,WIP-PW-MC,739.28,739.28,MC-PW,CURRENT,0.13396819,99.04,PW,Inventory Item,No
3045,28803,FBCD : 16761,,WIP-PW-MC,1428.0,1428.0,MC-PW,CURRENT,0.13210084,188.64,PW,Inventory Item,No
3044,28801,FBCD : 16760,,WIP-PW-MC,2610.69,2610.69,MC-PW,CURRENT,0.13552739,353.82,PW,Inventory Item,No
3043,28799,FBCD : 16759,,WIP-PW-MC,1408.56,1408.56,MC-PW,CURRENT,0.10984978,154.73,PW,Inventory Item,No
3042,28798,FBCD : 16758,,WIP-PW-MC,2574.4,2574.4,MC-PW,CURRENT,0.14808888,381.24,PW,Inventory Item,No
3041,28797,FBCD : 16757,,WIP-PW-MC,970.2,970.2,MC-PW,CURRENT,0.18070501,175.32,PW,Inventory Item,No
3052,28812,FBCD : 16768,,WIP-PW-MC,2748.08,2748.08,MC-PW,CURRENT,0.13252162,364.18,PW,Inventory Item,No
3040,28794,FBCD : 16756,,WIP-PW-MC,2444.61,2444.61,MC-PW,CURRENT,0.17582764,429.83,PW,Inventory Item,No
3038,28792,FBCD : 16754,,WIP-PW-MC,794.96,794.96,MC-PW,CURRENT,0.17345527,137.89,PW,Inventory Item,No
3037,28791,FBCD : 16753,,WIP-PW-MC,1171.22,1171.22,MC-PW,PADDYWAX FALL 2019,0.17463841,204.54,PW,Inventory Item,No
3036,28654,FBCD : 16752,,WIP-PW-MC,11777.72,11777.72,MC-PW,CURRENT,0.08153021,960.24,PW,Inventory Item,No
3035,28653,FBCD : 16751,,WIP-PW-MC,11603.8,11603.8,MC-PW,CURRENT,0.08133198,943.76,PW,Inventory Item,No
3034,28652,FBCD : 16750,,WIP-PW-MC,12400.31,12400.31,MC-PW,CURRENT,0.08133748,1008.61,PW,Inventory Item,No
3033,28651,FBCD : 16749,,WIP-PW-MC,11732.0,11732.0,MC-PW,DISCONTINUED 6/2021,0.0813314,954.18,PW,Inventory Item,No
3032,28649,FBCD : 16748,,WIP-PW-MC,13759.0,13759.0,MC-PW,DISCONTINUED 6/2021,0.08119485,1117.16,PW,Inventory Item,No
3031,28650,FBCD : 16747,,WIP-PW-MC,11912.69,11912.69,MC-PW,DISCONTINUED 6/2021,0.08133176,968.88,PW,Inventory Item,No
3017,25382,FBCD : 16699,,WIP-PW-MC,284.0,284.0,MC-PW,CURRENT,0.29542068,83.899,PW,Inventory Item,No
3013,25380,FBCD : 16697,,WIP-PW-MC,29.72,29.72,MC-PW,CURRENT,0.26010513,7.73,PW,Inventory Item,No
3039,28793,FBCD : 16755,,WIP-PW-MC,378.34,378.34,MC-PW,CURRENT,0.19101866,72.27,PW,Inventory Item,No
3102,34357,FBCD : 16868,,WIP-PW-MC,243.44,243.44,MC-PW,PADDYWAX FALL 2020,0.16291489,39.66,PW,Inventory Item,No
2620,26053,DUSTCOVER : 16732,,WIP-PW-MC,723.0,723.0,MC-PW,INACTIVE 8/20,0.23669433,171.13,PW,Inventory Item,No
2615,25564,DUSTCOVER : 16719,,WIP-PW-MC,412.6,412.6,MC-PW,INACTIVE,0.06996595,28.868000000000002,PW,Inventory Item,No
1605,37274,CB1604,647658031750,WIP-PW-MC,17.0,17.0,MC-PW,PADDYWAX SPRING 2021,5.05624941,85.956,PW,Assembly/Bill of Materials,No
1589,37295,CB0606,647658031705,WIP-PW-MC,15.0,15.0,MC-PW,PADDYWAX SPRING 2021,3.09294285,46.394,PW,Assembly/Bill of Materials,No
1547,38563,CARTONS : 51230,,WIP-PW-MC,1124.36,1124.36,MC-PW,Current,0.58100089,653.254,PW,Inventory Item,No
1537,37458,CARTONS : 51210,,WIP-PW-MC,1525.28,1525.28,MC-PW,PADDYWAX SPRING 2021,0.13096182,199.753,PW,Inventory Item,No
1535,37457,CARTONS : 51209,,WIP-PW-MC,412.64,412.64,MC-PW,PADDYWAX SPRING 2021,0.69099901,285.134,PW,Inventory Item,No
1532,37448,CARTONS : 51208,,WIP-PW-MC,35.6,35.6,MC-PW,PADDYWAX SPRING 2021,0.13857748,4.933,PW,Inventory Item,No
1528,37447,CARTONS : 51207,,WIP-PW-MC,1119.8,1119.8,MC-PW,PADDYWAX SPRING 2021,0.59154063,662.4069999999999,PW,Inventory Item,No
1522,37446,CARTONS : 51206,,WIP-PW-MC,772.48,772.48,MC-PW,PADDYWAX SPRING 2021,0.07999882,61.797,PW,Inventory Item,No
1502,37436,CARTONS : 51202,,WIP-PW-MC,215.52,215.52,MC-PW,PADDYWAX SPRING 2021,0.16185904,34.884,PW,Inventory Item,No
1499,37434,CARTONS : 51201,,WIP-PW-MC,82.76,82.76,MC-PW,PADDYWAX SPRING 2021,0.69048446,57.144,PW,Inventory Item,No
1496,37430,CARTONS : 51200,,WIP-PW-MC,644.68,644.68,MC-PW,PADDYWAX SPRING 2021,0.1445435,93.184,PW,Inventory Item,No
1494,37429,CARTONS : 51199,,WIP-PW-MC,274.84,274.84,MC-PW,PADDYWAX SPRING 2021,0.6769502,186.053,PW,Inventory Item,No
1491,37425,CARTONS : 51198,,WIP-PW-MC,1419.76,1419.76,MC-PW,PADDYWAX SPRING 2021,0.15758297,223.73,PW,Inventory Item,No
1490,37423,CARTONS : 51197,,WIP-PW-MC,146.88,146.88,MC-PW,PADDYWAX SPRING 2021,0.74586181,109.552,PW,Inventory Item,No
1464,36246,CARTONS : 51170,,WIP-PW-MC,828.0,828.0,MC-PW,PADDYWAX FALL 2020,0.15014245,124.318,PW,Inventory Item,No
1461,36245,CARTONS : 51169,,WIP-PW-MC,564.0,564.0,MC-PW,PADDYWAX FALL 2020,0.25935918,146.279,PW,Inventory Item,No
1459,36244,CARTONS : 51168,,WIP-PW-MC,151.0,151.0,MC-PW,PADDYWAX FALL 2020,0.70964491,107.156,PW,Inventory Item,No
1452,36110,CARTONS : 51161,,WIP-PW-MC,1379.12,1379.12,MC-PW,,0.18281255,252.12,PW,Inventory Item,No
1446,36108,CARTONS : 51160,,WIP-PW-MC,179.56,179.56,MC-PW,FIREFLY FALL 2020,1.10504794,198.422,PW,Inventory Item,No
1357,28882,CARTONS : 51041,,WIP-PW-MC,0.8,0.8,MC-PW,CURRENT,0.10702732,0.086,PW,Inventory Item,No
1354,28881,CARTONS : 51040,,WIP-PW-MC,8.4,8.4,MC-PW,CURRENT,0.9173972,7.706,PW,Inventory Item,No
1716,12842,CERAMIC : 36136,,WIP-PW-MC,320.0,320.0,MC-PW,DISCONTINUED 6/2020,0.74807692,239.385,PW,Inventory Item,No
2057,28735,CERAMIC : 36400,,WIP-PW-MC,36.0,36.0,MC-PW,CURRENT,1.05265723,37.896,PW,Inventory Item,No
2093,31377,CERAMIC : 36426,,WIP-PW-MC,138.0,138.0,MC-PW,CURRENT,1.59314685,219.854,PW,Inventory Item,No
2116,35091,CERAMIC : 36458,,WIP-PW-MC,96.0,96.0,MC-PW,FIREFLY FALL 2020,1.01987398,97.90799999999999,PW,Inventory Item,No
2495,16705,DUSTCOVER : 16529,,WIP-PW-MC,1528.0,1528.0,MC-PW,Discontinued,0.27813482,424.99,PW,Inventory Item,No
2494,16704,DUSTCOVER : 16528,,WIP-PW-MC,2777.12,2777.12,MC-PW,Discontinued,0.31812813,883.48,PW,Inventory Item,No
2493,16703,DUSTCOVER : 16527,,WIP-PW-MC,5118.0,5118.0,MC-PW,Discontinued,0.31178195,1595.7,PW,Inventory Item,No
2492,16699,DUSTCOVER : 16526,,WIP-PW-MC,780.84,780.84,MC-PW,Discontinued,0.37764459,294.88,PW,Inventory Item,No
2491,16698,DUSTCOVER : 16525,,WIP-PW-MC,774.64,774.64,MC-PW,Discontinued,0.34528297,267.47,PW,Inventory Item,No
2490,16697,DUSTCOVER : 16524,,WIP-PW-MC,1245.0,1245.0,MC-PW,Discontinued,0.34522892,429.81,PW,Inventory Item,No
2489,16696,DUSTCOVER : 16523,,WIP-PW-MC,3038.0,3038.0,MC-PW,Discontinued,0.37156024,1128.8,PW,Inventory Item,No
2488,16695,DUSTCOVER : 16522,,WIP-PW-MC,1756.0,1756.0,MC-PW,Discontinued,0.37864465,664.9,PW,Inventory Item,No
2487,16694,DUSTCOVER : 16521,,WIP-PW-MC,2800.0,2800.0,MC-PW,Discontinued,0.66253571,1855.1,PW,Inventory Item,No
2486,14232,DUSTCOVER : 16424,,WIP-PW-MC,5743.0,5743.0,MC-PW,Current,0.15300366,878.7,PW,Inventory Item,No
1325,28859,CARTONS : 51028,,WIP-PW-MC,877.78,877.78,MC-PW,CURRENT,0.12977089,113.91,PW,Inventory Item,No
2485,13095,DUSTCOVER : 16421,,WIP-PW-MC,1794.07,1794.07,MC-PW,Current,0.18664824,334.86,PW,Inventory Item,No
2483,13093,DUSTCOVER : 16419,,WIP-PW-MC,3832.8,3832.8,MC-PW,Current,0.15522855,594.96,PW,Inventory Item,No
2482,13092,DUSTCOVER : 16418,,WIP-PW-MC,8018.3,8018.3,MC-PW,Current,0.16136588,1293.88,PW,Inventory Item,No
2481,13091,DUSTCOVER : 16417,,WIP-PW-MC,1559.92,1559.92,MC-PW,Current,0.16784835,261.83,PW,Inventory Item,No
2480,13090,DUSTCOVER : 16416,,WIP-PW-MC,2893.86,2893.86,MC-PW,Current,0.24879227,719.97,PW,Inventory Item,No
2268,36099,CFHLG02WF,647658025179,WIP-PW-MC,4.0,4.0,MC-PW,CUSTOM ORDER ITEM WHOLE FOODS,6.33125,25.325,PW,Assembly/Bill of Materials,No
2236,33697,CFH1401,647658025025,WIP-PW-MC,88.0,88.0,MC-PW,PADDYWAX FALL 2020,7.47894068,658.1469999999999,PW,Assembly/Bill of Materials,No
2157,37170,CERAMIC : 36508,,WIP-PW-MC,734.56,734.56,MC-PW,PADDYWAX SPRING 2021,1.49552701,1098.5539999999999,PW,Inventory Item,No
2130,36929,CERAMIC : 36490,,WIP-PW-MC,578.88,578.88,MC-PW,FIREFLY SPRING 2021,2.44787118,1417.024,PW,Inventory Item,No
2127,36928,CERAMIC : 36489,,WIP-PW-MC,1185.2,1185.2,MC-PW,FIREFLY SPRING 2021,1.57815515,1870.4289999999999,PW,Inventory Item,No
2120,36925,CERAMIC : 36486,,WIP-PW-MC,2064.0,2064.0,MC-PW,FIREFLY SPRING 2021,1.66546655,3437.5229999999997,PW,Inventory Item,No
2484,13094,DUSTCOVER : 16420,,WIP-PW-MC,3663.34,3663.34,MC-PW,Current,0.14659027,537.01,PW,Inventory Item,No
2496,16706,DUSTCOVER : 16530,,WIP-PW-MC,3448.0,3448.0,MC-PW,Discontinued,0.34984629,1206.27,PW,Inventory Item,No
1323,28858,CARTONS : 51027,,WIP-PW-MC,0.39,0.39,MC-PW,CURRENT,0.54605177,0.213,PW,Inventory Item,No
1286,25952,CARTONS : 50965,,WIP-PW-MC,48.41,48.41,MC-PW,CURRENT,0.30110392,14.575999999999999,PW,Inventory Item,No
594,4198,CARTONS : 50141,,WIP-PW-MC,204.01,204.01,MC-PW,Current,0.23903638,48.766000000000005,PW,Inventory Item,No
535,3700,CARTONS : 50124,,WIP-PW-MC,2277.52,2277.52,MC-PW,Current,0.17199849,391.73,PW,Inventory Item,No
534,3697,CARTONS : 50121,,WIP-PW-MC,1550.76,1550.76,MC-PW,Current,0.49087259,761.2260000000001,PW,Inventory Item,No
526,3599,CARTONS : 50101,,WIP-PW-MC,218.0,218.0,MC-PW,DISCONTINUED 6/2020,0.13865657,30.226999999999997,PW,Inventory Item,No
496,37381,BUFD0403,647658032955,WIP-PW-MC,70.0,70.0,MC-PW,PADDYWAX SPRING 2021,5.4359322,380.515,PW,Assembly/Bill of Materials,No
435,18269,BH0708,647658119496,WIP-PW-MC,16.0,16.0,MC-PW,CURRENT,3.99986673,63.998000000000005,PW,Assembly/Bill of Materials,No
396,36957,BDHS04,647658032337,WIP-PW-MC,48.0,48.0,MC-PW,PADDYWAX SPRING 2021,1.90083624,91.24,PW,Inventory Item,No
92,37658,51229,,WIP-PW-MC,13.0,13.0,MC-PW,PADDYWAX SPRING 2021,,,PW,Assembly/Bill of Materials,No
91,37657,51228,,WIP-PW-MC,17.0,17.0,MC-PW,PADDYWAX SPRING 2021,,,PW,Assembly/Bill of Materials,No
90,37656,51227,,WIP-PW-MC,14.0,14.0,MC-PW,PADDYWAX SPRING 2021,,,PW,Assembly/Bill of Materials,No
89,37655,51226,,WIP-PW-MC,12.0,12.0,MC-PW,PADDYWAX SPRING 2021,,,PW,Assembly/Bill of Materials,No
88,37654,51225,,WIP-PW-MC,12.0,12.0,MC-PW,PADDYWAX SPRING 2021,,,PW,Assembly/Bill of Materials,No
87,37653,51224,,WIP-PW-MC,5.0,5.0,MC-PW,PADDYWAX SPRING 2021,,,PW,Assembly/Bill of Materials,No
86,37652,51223,,WIP-PW-MC,4.0,4.0,MC-PW,FIREFLY SPRING 2021,,,PW,Assembly/Bill of Materials,No
85,37651,51222,,WIP-PW-MC,4.0,4.0,MC-PW,FIREFLY SPRING 2021,,,PW,Assembly/Bill of Materials,No
84,37632,51219,,WIP-PW-MC,5.0,5.0,MC-PW,FIREFLY SPRING 2021,,,PW,Assembly/Bill of Materials,No
81,37261,51192,,WIP-PW-MC,4.0,4.0,MC-PW,FIREFLY SPRING 2021,,,PW,Assembly/Bill of Materials,No
80,37260,51191,,WIP-PW-MC,4.0,4.0,MC-PW,FIREFLY SPRING 2021,,,PW,Assembly/Bill of Materials,No
79,37259,51190,,WIP-PW-MC,4.0,4.0,MC-PW,FIREFLY SPRING 2021,,,PW,Assembly/Bill of Materials,No
68,29783,51056,,WIP-PW-MC,13276.0,13276.0,MC-PW,PROMOTION,0.02344155,311.21,PW,Inventory Item,No
67,27860,51017,,WIP-PW-MC,110542.0,110542.0,MC-PW,Current,0.00590001,652.1990000000001,PW,Inventory Item,No
648,5302,CARTONS : 50288,,WIP-PW-MC,731.0,731.0,MC-PW,Current,0.5986935,437.645,PW,Inventory Item,No
684,6471,CARTONS : 50402,,WIP-PW-MC,68017.16,68017.16,MC-PW,Current,0.09179849,6243.8730000000005,PW,Inventory Item,No
708,6508,CARTONS : 50405,,WIP-PW-MC,0.31,0.31,MC-PW,Current,0.54513957,0.16899999999999998,PW,Inventory Item,No
710,6509,CARTONS : 50406,,WIP-PW-MC,30860.62,30860.62,MC-PW,Current,0.07979339,2462.473,PW,Inventory Item,No
1249,25723,CARTONS : 50953,,WIP-PW-MC,727.48,727.48,MC-PW,CURRENT,0.06747952,49.09,PW,Inventory Item,No
1248,26739,CARTONS : 50952D,,WIP-PW-MC,1001.74,1001.74,MC-PW,CUSTOM TARGET C2 SPRING 2019,0.39999924,400.695,PW,Inventory Item,No
1244,25722,CARTONS : 50952,,WIP-PW-MC,1458.56,1458.56,MC-PW,CURRENT,0.43249570000000004,630.821,PW,Inventory Item,No
1204,25712,CARTONS : 50942,,WIP-PW-MC,522.62,522.62,MC-PW,CUSTOM TARGET C2 SPRING 2019,0.0927278,48.461000000000006,PW,Inventory Item,No
1201,25711,CARTONS : 50941,,WIP-PW-MC,529.31,529.31,MC-PW,CUSTOM TARGET C2 SPRING 2019,0.69463591,367.67800000000005,PW,Inventory Item,No
1150,22153,CARTONS : 50873,,WIP-PW-MC,4998.0,4998.0,MC-PW,Current,0.17184874,858.9,PW,Inventory Item,No
1149,22150,CARTONS : 50872,,WIP-PW-MC,2984.0,2984.0,MC-PW,Current,0.09059786,270.344,PW,Inventory Item,No
1147,22148,CARTONS : 50871,,WIP-PW-MC,184.0,184.0,MC-PW,Current,0.55076881,101.34100000000001,PW,Inventory Item,No
1139,22109,CARTONS : 50866,,WIP-PW-MC,17.92,17.92,MC-PW,Current,0.12293147,2.2030000000000003,PW,Inventory Item,No
1132,22108,CARTONS : 50865,,WIP-PW-MC,2.96,2.96,MC-PW,Current,0.57919857,1.714,PW,Inventory Item,No
1312,27551,CARTONS : 51011,,WIP-PW-MC,60.0,60.0,MC-PW,CUSTOM TARGET C3 SPRING 19,0.7535,45.21,PW,Inventory Item,No
1097,21056,CARTONS : 50852,,WIP-PW-MC,333.0,333.0,MC-PW,CUSTOM ITEM FOR GROCERIES,0.11075701,36.882,PW,Inventory Item,No
1088,20253,CARTONS : 50850,,WIP-PW-MC,495.14,495.14,MC-PW,Current,0.51686704,255.922,PW,Inventory Item,No
1064,20252,CARTONS : 50849,,WIP-PW-MC,1230.28,1230.28,MC-PW,Current,0.35500004,436.749,PW,Inventory Item,No
1004,18223,CARTONS : 50800,,WIP-PW-MC,2947.64,2947.64,MC-PW,PADDYWAX SPRING 2018,0.24056533,709.1,PW,Inventory Item,No
951,17202,CARTONS : 50771,,WIP-PW-MC,456.66,456.66,MC-PW,Current,0.08439815,38.541,PW,Inventory Item,No
947,17201,CARTONS : 50770,,WIP-PW-MC,3914.57,3914.57,MC-PW,Current,0.44926673,1758.6860000000001,PW,Inventory Item,No
901,16375,CARTONS : 50721,,WIP-PW-MC,12.0,12.0,MC-PW,CURRENT,11.62923913,139.55100000000002,PW,Inventory Item,No
894,16037,CARTONS : 50700,,WIP-PW-MC,11676.19,11676.19,MC-PW,CUSTOMER TARGET SPRING 2017,0.14299699,1669.66,PW,Inventory Item,No
803,14315,CARTONS : 50649,,WIP-PW-MC,925.54,925.54,MC-PW,Current,0.15000199,138.833,PW,Inventory Item,No
771,13063,CARTONS : 50568,,WIP-PW-MC,439.72,439.72,MC-PW,Current,0.57706147,253.745,PW,Inventory Item,No
764,7671,CARTONS : 50527,,WIP-PW-MC,103.0,103.0,MC-PW,WEB/AMAZON ,1.18283545,121.83200000000001,PW,Inventory Item,No
1094,21055,CARTONS : 50851,,WIP-PW-MC,67.0,67.0,MC-PW,CUSTOM ITEM FOR GROCERIES,0.36549299,24.488000000000003,PW,Inventory Item,No
2619,26051,DUSTCOVER : 16730,,WIP-PW-MC,181.2,181.2,MC-PW,INACTIVE 8/20,0.23669978,42.89,PW,Inventory Item,No
2497,16707,DUSTCOVER : 16531,,WIP-PW-MC,4560.0,4560.0,MC-PW,Discontinued,0.32225219,1469.47,PW,Inventory Item,No
2499,16709,DUSTCOVER : 16533,,WIP-PW-MC,3089.0,3089.0,MC-PW,Discontinued,0.35814179,1106.3,PW,Inventory Item,No
2571,22963,DUSTCOVER : 16630,,WIP-PW-MC,99.64,99.64,MC-PW,INACTIVE,0.0630269,6.28,PW,Inventory Item,No
2570,22176,DUSTCOVER : 16625,,WIP-PW-MC,50.0,50.0,MC-PW,INACTIVE,0.722,36.1,PW,Inventory Item,No
2569,22173,DUSTCOVER : 16622,,WIP-PW-MC,1830.0,1830.0,MC-PW,INACTIVE,0.18540437,339.29,PW,Inventory Item,No
2568,22172,DUSTCOVER : 16621,,WIP-PW-MC,3330.72,3330.72,MC-PW,INACTIVE,0.18539835,617.51,PW,Inventory Item,No
